1 Jul 2017 3:18pm    Page 1
Unichem Silverdale Pharmacy

Stock take and valuation report (excluding GST)

Listing: 0-Z; Stock Point: Unichem Disp; Stocked; Not used in last 120 days; Not purchased for 30 days; Include hidden; Hospital meds: Include;
Total Value: $3861.90

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2381354 ,HABITROL 2mg Fruit Gum,,384, NOCH,,60,   ____,24.49,3.83
2381338 ,HABITROL 4mg Fruit Gum,,384, NOCH,,48,   ____,28.24,3.53
393592 ,HYBLOC 200mg Tablets,,100, MYLN,,60,   ____,32.71,19.63
718661 ,HYPNOVEL 5mg/5ml Amps IV,,10, ROPR,,6,   ____,4.73,2.84
2343614 ,ITCH-SOOTHE 10% Cream,,20, AFTP,,1P,   ____,3.71,3.71
1 Jul 2017 3:18pm    Page 2
Unichem Silverdale Pharmacy

Stock take and valuation report (excluding GST)

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2445425 ,KINSON 100mg+25mg Tablets,,100, MYLN,,81,   ____,22.00,17.82
780227 ,KLIOGEST 2mg+1mg Tablets,,28, NOVO,,4P,   ____,19.91,79.64
418021 ,LAMICTAL 50mg Disp Tablets,,56, GLSK,,206,   ____,52.68,193.79
2349183 ,LEVETIRACETAM REX 250mg Tablets,,60, REXM,,138,   ____,26.43,60.79
439118 ,LEVLEN ED  Tablets,,84, SCHE,,2P,   ____,7.31,14.62
2062887 ,LIPEX 40mg Tablets,,30, MERC,,3P,   ____,12.43,37.29
680915 ,LOPRESOR 50mg Tablets,,100, NOVA,,10,   ____,17.60,1.76
472735 ,LOSEC 10mg Capsules,,30, ASZE,,45,   ____,7.44,11.16
2443015 ,LOXAMINE 20mg Tablets,,90, MYLN,,13,   ____,4.75,0.69
2106485 ,M-ESLON 30mg SR Capsules,,10, MULT,,1P,   ____,2.75,2.75
201413 ,MADOPAR 62.5 Capsules,,100, ROPR,,120,   ____,8.80,10.56
2284197 ,MAGNESIUM CARB. Light BP Powder,,200, MIWE,,193,   ____,30.36,29.30
2073358 ,MEDICO BLISTERS 18mm ,,100, DOUG,,1P,   ____,60.00,60.00
2198614 ,MEDICO BLISTERS 12mm ,,500, DOUG,,1P,   ____,275.00,275.00
2266725 ,MEDICO LABELS Reorder Rx Now ,,200, DOUG,,1P,   ____,8.54,8.54
10000291 ,MELATONIN PCNZ 2mg Capsules,,100, PHCO,,245,   ____,0.00,0.00
682055 ,MERCILON 28  Tablets,,84, PHAC,,224,   ____,21.78,58.08
217875 ,METHOBLASTIN 2.5mg Tablets,,30, PFIZ,,17,   ____,7.45,4.22
333255 ,METHOTREXATE DBL 50mg/2ml Onco Vials,,5, HOSP,,6,   ____,33.00,39.60
719803 ,MICROLUT 30mcg Tablets,,84, SCHE,,1P,   ____,18.15,18.15
2429039 ,MULTICHEM BOTTLES 40mm caps 90ml,,300, ,,1P,   ____,0.00,0.00
2429047 ,MULTICHEM BOTTLES 40mm caps 125ml,,250, ,,1P,   ____,0.00,0.00
2429233 ,MULTICHEM POTS  ,,25, ,,1P,   ____,22.46,22.46
2429225 ,MULTICHEM POTS  ,,25, ,,2P,   ____,15.98,31.96
259349 ,NALCROM 100mg Capsules,,100, DOUG,,320,   ____,102.20,327.04
2465922 ,ONBREZ 150mcg Breezhaler,,30, NOVA,,1P,   ____,67.10,67.10
2495643 ,OXYCODONE 20mg CR Tablets,,20, INNZ,,3P,   ____,5.19,15.57
2452715 ,OXYCODONE BNM 20mg CR Tablets,,20, BNMG,,9,   ____,12.65,5.69
2177773 ,OXYCONTIN 20mg CR Tablets,,20, PHAC,,1P,   ____,20.82,20.82
2194767 ,OXYCONTIN 5mg CR Tablets,,20, PHAC,,4,   ____,8.26,1.65
2388030 ,OZOLE 200mg Capsules,,28, DOUG,,21,   ____,10.66,8.00
2450887 ,PANTOPRAZOLE ACTAVIS 20mg EC Tablets,,100, ACTA,,34,   ____,2.65,0.90
2172127 ,PARACARE 500mg Supp.,,50, APIC,,40,   ____,13.86,11.09
261017 ,PRODOPA 500mg Tablets,,100, MYLN,,12,   ____,25.46,3.06
261149 ,PROVERA 100mg Tablets,,100, PHAU,,40,   ____,111.10,44.44
2023873 ,QVAR  50 50mcg/dose Inhaler,,200, 3MRI,,1P,   ____,10.23,10.23
251194 ,RIFADIN 300mg Capsules,,100, SANS,,96,   ____,127.87,122.76
2274906 ,RITALIN 30mg LA Capsules,,30, NOVA,,2P,   ____,28.07,56.14
2227371 ,RUBIFEN 5mg Tablets,,30, AFTP,,1P,   ____,3.52,3.52
2404516 ,SALAIR 100mcg CFC Fr Inhaler,,200, REXM,,8P,   ____,4.18,33.44
251666 ,SANDOMIGRAN 500mcg Tablets,,100, AFTP,,30,   ____,25.53,7.66
267201 ,SENOKOT  Tablets,,100, RECK,,70,   ____,7.52,5.26
479489 ,SEREVENT 50mcg Accuhaler,,60, GLSK,,2P,   ____,27.50,55.00
2381117 ,SILVASTA 100mg Tablets,,4, DOUG,,2,   ____,12.50,6.25
2320541 ,SODIUM CHLORIDE 0.9% 5ml Amps,,50, MULT,,45,   ____,11.94,10.75
2320568 ,SODIUM CHLORIDE 0.9% 10ml Amps,,50, MULT,,45,   ____,12.65,11.38
2043661 ,SOLOX 30mg Capsules,,28, DOUG,,30,   ____,1.83,1.96
2055163 ,SOLOX 15mg Capsules,,28, DOUG,,11,   ____,1.56,0.61
2121158 ,SULPHUR Precipitated Powder,,100, MIWE,,96,   ____,6.99,6.71
2172011 ,SUSTANON 250mg-1ml Amps,,1, ASPN,,2P,   ____,14.28,28.56
503649 ,TEGRETOL 100mg/5ml Syrup,,250, NOVA,,170,   ____,29.01,19.73
729396 ,TILCOTIL 20mg Tablets,,100, MYLN,,13,   ____,12.04,1.57
2360128 ,TRICLOSAN HEALTHE 1% Liquid Soap Handwash,,500, JAYC,,1P,   ____,6.49,6.49
767700 ,TRISEQUENS  Tablets,,28, NOVO,,3P,   ____,19.91,59.73
215929 ,VALLERGAN FORTE 30mg/5ml Syrup,,100, SANS,,28,   ____,8.86,2.48
2288966 ,VANNAIR 100/6 Inhaler,,120, ASZE,,1P,   ____,20.05,20.05
2208393 ,VESICARE 10mg Tablets,,30, CSLN,,3P,   ____,41.25,123.75
2490803 ,VIRUPOS  Eye oint.,,4.5, AFTP,,2P,   ____,16.41,32.82
2179911 ,VISTIL FORTE 3% Eye drops,,15, AFTP,,1P,   ____,4.05,4.05
1 Jul 2017 3:18pm    Page 3
Unichem Silverdale Pharmacy

Stock take and valuation report (excluding GST)

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
747750 ,VOLTAREN 100mg Supp.,,10, NOVA,,10P,   ____,7.70,77.00
747742 ,VOLTAREN 50mg Supp.,,10, NOVA,,25,   ____,4.64,11.60
483699 ,VOSOL  Ear drops,,35, WILS,,1P,   ____,7.67,7.67
2379082 ,ZAPRIL 2.5mg Tablets,,90, MYLN,,6,   ____,4.74,0.32
2379090 ,ZAPRIL 5mg Tablets,,90, MYLN,,65,   ____,7.68,5.55
2403420 ,ZARATOR 40mg Tablets,,90, PFZC,,16,   ____,7.15,1.27
2403412 ,ZARATOR 20mg Tablets,,90, PFZC,,67,   ____,7.15,5.32
208876 ,ZARONTIN 250mg Capsules,,200, PFIZ,,1P,   ____,36.19,36.19
2470683 ,ZIMYBE 10mg+10mg Tablets,,30, MYLN,,1P,   ____,5.67,5.67
2153629 ,ZOLOFT 50mg Tablets,,30, PFIZ,,3P,   ____,60.28,180.84
2439840 ,ZYPINE 10mg ODT Tablets,,28, MYLN,,2P,   ____,2.25,4.50
