28 Jun 2017 8:24am    Page 1
Unichem LynnMall

Stock take and valuation report (excluding GST)

Listing: 0-Z; Stock Point: Dispensary; Stocked; Not used in last 180 days; Include hidden; Hospital meds: Include;
Total Value: $4082.26

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
211044 ,MYCOSTATIN  Cream,,15, HCLO,,1P,   ____,8.69,8.69
2105101 ,NOVORAPID 100iu/ml 10ml Vials,,1, NOVO,,1P,   ____,33.03,33.03
28 Jun 2017 8:24am    Page 2
Unichem LynnMall

Stock take and valuation report (excluding GST)

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
255149 ,NUELIN 250mg SR Tablets,,100, VALT,,3P,   ____,23.67,71.01
704504 ,NUROFEN 200mg Tablets,sh,96, RECK,,12P,   ____,16.51,198.12
2108801 ,OCUVITE Preservision Tablets,,120, NEWM,,142,   ____,32.02,37.89
2387085 ,OMEPRAZOLE MW  Powder,,5, MIWE,,1P,   ____,46.75,46.75
203084 ,ONE ALPHA 0.25mcg Capsules,,100, CSLN,,20,   ____,28.95,5.79
2377233 ,ORA-PLUS  Suspension,,473, MIWE,,492,   ____,35.75,37.19
256250 ,OX PAM 10mg Tablets,,100, DOUG,,106,   ____,6.79,7.20
2452715 ,OXYCODONE BNM 20mg CR Tablets,,20, BNMG,,44,   ____,12.65,27.83
2452723 ,OXYCODONE BNM 40mg CR Tablets,,20, BNMG,,12,   ____,20.35,12.21
2177803 ,OXYCONTIN 80mg CR Tablets,,20, PHAC,,26,   ____,63.83,82.98
2177781 ,OXYCONTIN 40mg CR Tablets,,20, PHAC,,1P,   ____,36.62,36.62
2248786 ,OXYNORM 20mg/2ml Amps,,5, PHAC,,2,   ____,18.58,7.43
2388057 ,OZOLE 50mg Capsules,,28, DOUG,,20,   ____,3.84,2.74
2029219 ,PENICILLIN V 125mg/5ml Syrup,,100, AFTP,,2P,   ____,1.63,3.26
715867 ,PENTASA 1g/100ml Enemas,,7, PHAC,,7P,   ____,45.43,318.01
2257319 ,PEPTISOOTHE 150mg/10ml Syrup,,300, AFTP,,160,   ____,5.41,2.89
259942 ,PETHIDINE 50mg Tablets,,10, PSM,,12,   ____,4.91,5.89
304913 ,PHOSPHATE SANDOZ  Tablets,,100, NOVA,,1P,   ____,90.75,90.75
2388499 ,PICOPREP 3 15.6g Sachets,,3, FRES,,1P,   ____,19.32,19.32
2316463 ,PIZACCORD 30mg Tablets,,28, DOUG,,134,   ____,1.73,8.28
2316455 ,PIZACCORD 15mg Tablets,,28, DOUG,,14,   ____,1.19,0.60
2181827 ,"POLY-GEL 0.3%, 0.5g Eye Gel",,30, ALCO,,3P,   ____,9.08,27.24
797146 ,PROTAPHANE 10 ml Vial,,1, NOVO,,1P,   ____,19.44,19.44
261270 ,PURI NETHOL 50mg Tablets,,25, GLSK,,220,   ____,54.35,478.28
2463121 ,REUTENOX 20mg Tablets,,20, ABM,,3,   ____,2.41,0.36
2274892 ,RITALIN 20mg LA Capsules,,30, NOVA,,1P,   ____,22.44,22.44
2274906 ,RITALIN 30mg LA Capsules,,30, NOVA,,1P,   ____,28.07,28.07
479489 ,SEREVENT 50mcg Accuhaler,,60, GLSK,,4P,   ____,27.50,110.00
2099462 ,SHIELD BLUE 49mm Non sp. Condom,,144, MEDS,,354,   ____,14.70,36.14
2404087 ,SINGULAIR 4mg Chew Tablets,,28, MERC,,54,   ____,20.33,39.21
254894 ,SOFRAMYCIN 0.50% Drops,,8, SANS,,1P,   ____,9.51,9.51
2087057 ,STROMECTOL 3mg Tablets,,4, MERC,,1,   ____,18.92,4.73
2330083 ,SYNTHROID 25mcg Tablets,,1000, ABBO,,820,   ____,47.56,39.00
2354292 ,TERAZOSIN ARROW 5mg Tablets,,28, ACTA,,3,   ____,0.75,0.08
2222264 ,TRAMAL 50mg SR Tablets,,20, CSLN,,10,   ____,8.10,4.05
2360128 ,TRICLOSAN HEALTHE 1% Liquid Soap Handwash,,500, JAYC,,1P,   ____,6.49,6.49
2086905 ,UTROGESTAN 100mg Capsules,,30, HSSL,,36,   ____,18.15,21.78
2377780 ,VEDAFIL 50mg Tablets,,4, MYLN,,17,   ____,0.83,3.53
2140543 ,VENTOLIN 2mg/5ml Elixir,,150, AFTP,,2P,   ____,2.27,4.54
2140276 ,VOLTAREN 75mg SR Tablets,,100, NOVA,,1P,   ____,21.64,21.64
2204592 ,VYTORIN 10mg+80mg Tablets,,30, MERC,,1P,   ____,49.99,49.99
2425947 ,XARELTO 20mg Tablets,,28, BAYN,,14,   ____,152.35,76.18
2106019 ,ZARONTIN 250mg/5ml Syrup,,200, PFIZ,,180,   ____,14.96,13.46
2438232 ,ZAROXOLYN 5mg Tablets,,50, ONEL,,42,   ____,33.00,27.72
307645 ,ZEFFIX 100mg Tablets,,28, GLSK,,1P,   ____,6.60,6.60
2260247 ,ZELDOX 80mg Capsules,,60, PFIZ,,2P,   ____,43.71,87.42
2470705 ,ZIMYBE 10mg+40mg Tablets,,30, MYLN,,1P,   ____,7.87,7.87
2470691 ,ZIMYBE 10mg+20mg Tablets,,30, MYLN,,1P,   ____,6.77,6.77
