23 Jun 2017 11:09am    Page 1
Life Pharmacy Takapuna

Stock take and valuation report (excluding GST)

Listing: 0-Z; Stock Point: Dispensary; Stocked; Not used in last 180 days; Not purchased for 180 days; Include hidden; Hospital meds: Include;
Total Value: $1757.42

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2181827 ,"POLY-GEL 0.3%, 0.5g Eye Gel",,30, ALCO,,1P,   ____,9.08,9.08
2177447 ,PROPYLENE GLYCOL  Liquid,,500, MIWE,,400,   ____,12.38,9.90
2023873 ,QVAR  50 50mcg/dose Inhaler,,200, 3MRI,,1P,   ____,10.23,10.23
267201 ,SENOKOT  Tablets,,100, RECK,,20,   ____,7.52,1.50
2143046 ,SERENACE 1.5mg Tablets,,100, PROP,,66,   ____,10.37,6.84
23 Jun 2017 11:09am    Page 2
Life Pharmacy Takapuna

Stock take and valuation report (excluding GST)

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2120216 ,SERETIDE 100/50 Accuhaler,,60, GLSK,,2P,   ____,37.11,74.22
2316692 ,SIMVA ARROW 80mg Tablets,,90, ACTA,,1P,   ____,8.70,8.70
478490 ,SINGULAIR 10mg Tablets,,28, MERC,,1P,   ____,20.33,20.33
2220482 ,SITERONE 50mg Tablets,,50, REXM,,40,   ____,20.68,16.54
2032880 ,SODIUM BICARBONATE BP grade Powder,,500, MIWE,,490,   ____,9.85,9.65
254894 ,SOFRAMYCIN 0.50% Drops,,8, SANS,,1P,   ____,9.51,9.51
2133040 ,SOLIAN 400mg Tablets,,60, SANS,,17,   ____,30.47,8.63
2127911 ,SOTALOL 160mg Tablets,,100, MYLN,,290,   ____,13.73,39.82
255335 ,STEMETIL 12.5mg/1ml Amps,,10, SANS,,5,   ____,28.39,14.20
2015250 ,TOFRANIL 25mg Tablets,,50, AFTP,,2P,   ____,9.68,19.36
2149532 ,TRAMAL 150mg SR Tablets,,20, CSLN,,1P,   ____,3.30,3.30
2343444 ,UREX 500mg Forte Tablets,,50, ASPN,,20,   ____,27.50,11.00
2377780 ,VEDAFIL 50mg Tablets,,4, MYLN,,2,   ____,0.83,0.42
2479435 ,VEXAZONE 15mg Tablets,,90, MYLN,,150,   ____,3.82,6.37
2472856 ,VIRGAN 0.15% Eye gel,,5, LINK,,2P,   ____,41.28,82.56
2439840 ,ZYPINE 10mg ODT Tablets,,28, MYLN,,22,   ____,3.36,2.64
