23 Jun 2017 7:20pm    Page 1
St Lukes Unichem Pharmacy

Stock take and valuation report (excluding GST)

Listing: 0-Z; Stock Point: UNICHEM-DISP; Stocked; Not used in last 180 days; Hospital meds: Include;
Total Value: $1222.88

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
205311 ,ERA 500mg Tablets,abios,100, ABBO,,68,   ____,49.04,33.35
264318 ,ETHINYLOESTRADIOL 10mcg PABYRN Tablets,etabs,100, NEWM,,57,   ____,19.36,11.04
437301 ,FLUANXOL 40mg/2ml  2ml Inj,inj,5, PROP,,4,   ____,22.99,18.39
2220830 ,"FORTISIP Choc, bottle Liquid",food,200, NUAU,,24P,   ____,1.39,33.36
2220822 ,"FORTISIP Vanilla, bottle Liquid",food,200, NUAU,,18P,   ____,1.39,25.02
2482738 ,GACET 250mg Supp.,rect,10, AFTP,,1P,   ____,4.17,4.17
2474786 ,GAVISCON Peppermint Liquid,,600, REC,,1P,   ____,12.61,12.61
2341018 ,GLYCEROL HEALTHE BP Liquid,exgal,2000, JAYC,,400,   ____,19.72,3.94
403385 ,GLYCOPREP 6% W/W Powder,imixt,200, PROP,,1P,   ____,16.07,16.07
403482 ,GLYCOPREP-C 6% W/W Powder,imixt,210, PROP,,2P,   ____,15.79,31.58
2287757 ,GOLD KNIGHT 53mm Choc Condom,cpill,144, JACK,,12,   ____,14.70,1.22
205648 ,HYDROCORTISONE 20mg Tablets,htabs,100, DOUG,,26,   ____,22.35,5.81
2326647 ,ISOPROPYL ALCOHOL HEALTHE 70% non sterile Liquid,exgal,500, JAYC,,3P,   ____,6.21,18.63
264962 ,KEMADRIN 5mg Tablets,ktabs,100, GLSK,,130,   ____,8.14,10.58
417866 ,LAMICTAL 25mg Disp Tablets,ltabs,56, GLSK,,1P,   ____,31.99,31.99
680915 ,LOPRESOR 50mg Tablets,ltabs,100, NOVA,,7,   ____,17.60,1.23
201413 ,MADOPAR 62.5 Capsules,mtabs,100, ROPR,,210,   ____,8.80,18.48
697648 ,MICREME 2% Vag Cream,emeds,40, MYLN,,1P,   ____,4.34,4.34
254908 ,NILSTAT Vag. Cream,emeds,75, SIGM,,1P,   ____,4.89,4.89
269689 ,NITRADOS 5mg Tablets,ntabs,100, DOUG,,1P,   ____,5.74,5.74
255149 ,NUELIN 250mg SR Tablets,ntabs,100, VALT,,55,   ____,23.67,13.02
767476 ,OVESTIN 2mg Tablets,otabs,30, PHAC,,27,   ____,7.70,6.93
493740 ,OXIS 6mcg/dose Turbuhaler,puffs,60, ASZE,,1P,   ____,18.59,18.59
2495651 ,OXYCODONE 40mg CR Tablets,cd,20, INNZ,,36,   ____,8.46,15.23
2108690 ,PARASIDOSE Extra 0.5% Shampoo,emeds,200, MULT,,2P,   ____,12.50,25.00
352713 ,PEXSIG 100mg Tablets,ptabs,100, SIGM,,98,   ____,69.19,67.81
2311186 ,RAZENE 10mg OTC Tablets,inj,90, MYLN,,2P,   ____,22.56,45.12
2463121 ,REUTENOX 20mg Tablets,rtabs,20, ABM,,12,   ____,2.41,1.45
251194 ,RIFADIN 300mg Capsules,abios,100, SANS,,18,   ____,127.87,23.02
2466910 ,RISPERIDONE ACT 2mg Tablets,rtabs,60, ACTA,,1P,   ____,2.57,2.57
2144697 ,SABRIL 500mg Tablets,stabs,100, SANS,,60,   ____,131.23,78.74
2390515 ,SILAGRA 100mg Tablets,stabs,4, ACTA,,1P,   ____,8.19,8.19
254894 ,SOFRAMYCIN 0.50% Drops,drops,8, SANS,,1P,   ____,9.51,9.51
2500132 ,SULPRIX 100mg Tablets,stabs,30, MYLN,,1P,   ____,5.02,5.02
2252716 ,SUMAGRAN ACTIVE 50mg Tablets,otc,2, MYLN,,2P,   ____,15.30,30.60
2228009 ,SYMBICORT 400/12 Turbuhaler,puffs,60, ASZE,,1P,   ____,48.49,48.49
2354292 ,TERAZOSIN ARROW 5mg Tablets,ttabs,28, ACTA,,90,   ____,0.75,2.41
470988 ,TOPAMAX 25mg Tablets,ttabs,60, JANC,,2P,   ____,28.64,57.28
2149524 ,TRAMAL 200mg SR Tablets,ttabs,20, CSLN,,3P,   ____,4.40,13.20
23 Jun 2017 7:20pm    Page 2
St Lukes Unichem Pharmacy

Stock take and valuation report (excluding GST)

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2149532 ,TRAMAL 150mg SR Tablets,ttabs,20, CSLN,,1P,   ____,3.30,3.30
2343444 ,UREX 500mg Forte Tablets,utabs,50, ASPN,,10,   ____,27.50,5.50
2377810 ,VEDAFIL 100mg Tablets,vtabs,12, MYLN,,8,   ____,8.80,5.87
2208393 ,VESICARE 10mg Tablets,VTABS,30, CSLN,,18,   ____,41.25,24.75
2378353 ,VIMPAT 50mg Tablets,vtabs,14, CSLN,,4,   ____,27.54,7.87
747742 ,VOLTAREN 50mg Supp.,rect,10, NOVA,,8,   ____,4.64,3.71
2438232 ,ZAROXOLYN 5mg Tablets,ztabs,50, ONEL,,19,   ____,33.00,12.54
