4 Jul 2017 10:56am    Page 1
Life Pharmacy NorthWest

Stock take and valuation report (excluding GST)

Listing: 0-Z; Stock Point: Dispensary; Stocked; Not used in last 180 days; Hospital meds: Include;
Total Value: $3551.46

PCode, Product,Locn.,Pack, Manf,SO,Stock, Adj.,Price,Value
2208393 ,VESICARE 10mg Tablets,,30, CSLN,,2P,   ____,41.25,82.50
2179903 ,VISTIL 1.4% Eye drops,,15, AFTP,,1P,   ____,2.88,2.88
2119218 ,VOLTAREN 25mg RAPID Tablets,,30, NOVA,,9P,   ____,11.40,102.60
269905 ,VOLTAREN D 50mg D Tablets,,20, NOVA,,2P,   ____,1.65,3.30
290513 ,XYLOCAINE 2% Viscous Oral Solution,,200, ASPN,,1P,   ____,60.50,60.50
307645 ,ZEFFIX 100mg Tablets,,28, GLSK,,1P,   ____,6.60,6.60
2372673 ,ZOMIG 5mg Nasal Spray,,2, ASZE,,1P,   ____,23.50,23.50
472786 ,ZOSTRIX 0.025%ww Cream,,45, AFTP,,1P,   ____,10.94,10.94
2396440 ,ZOSTRIX 0.025% Cream,,25, AFTP,,1P,   ____,7.65,7.65
2439875 ,ZYPINE 10mg Tablets,,28, MYLN,,2P,   ____,1.81,3.62
